香港频道,#genre#
国家地理,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=RrLHIw&tk=cl177bPI6scY
探索频道,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=AhiBX0&tk=cl177bPI6scY
香港备用,#genre#
凤凰中文,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5W1iWB&tk=cl177bPI6scY
凤凰资讯,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8ct92U&tk=cl177bPI6scY
凤凰香港,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2VPgDY&tk=cl177bPI6scY
凤凰中文,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=SfrL1R&tk=cl177bPI6scY
凤凰资讯,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=OBN4o0&tk=cl177bPI6scY
凤凰香港,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IAXrh0&tk=cl177bPI6scY
TVB翡翠,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=iKa3sV&tk=cl177bPI6scY
TVB翡翠(备),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=uj1TKm&tk=cl177bPI6scY
TVB翡翠(备2),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=HeM9BH&tk=cl177bPI6scY
TVB无线新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=sHf4WA&tk=cl177bPI6scY
TVB无线新闻(备),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Uc44He&tk=cl177bPI6scY
TVB明珠,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Oyfqzh&tk=cl177bPI6scY
TVB_Plus,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=eFylDn&tk=cl177bPI6scY
TVB娱乐新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=p4fXzy&tk=cl177bPI6scY
TVB生活,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=WnvndU&tk=cl177bPI6scY
ViuTV,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Lmuiz8&tk=cl177bPI6scY
ViuTV6,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=r6Y6hL&tk=cl177bPI6scY
HOY76,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xd5jcI&tk=cl177bPI6scY
HOY77,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=D1mPdO&tk=cl177bPI6scY
HOY78,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=XUsbOc&tk=cl177bPI6scY
RTHK31,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4jDI4f&tk=cl177bPI6scY
RTHK32,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4spae3&tk=cl177bPI6scY
Now新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=pQKXCH&tk=cl177bPI6scY
Now新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=noS7ru&tk=cl177bPI6scY
Now新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=DQ91Uu&tk=cl177bPI6scY
Now财经,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=iq9Say&tk=cl177bPI6scY
Now星影(粤),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=byuIyx&tk=cl177bPI6scY
Now爆谷(粤),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=VI0CQR&tk=cl177bPI6scY
Now星影(国),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ETZhzv&tk=cl177bPI6scY
Now爆谷(国),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wHCnZl&tk=cl177bPI6scY
Now紫金国际,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xMPflI&tk=cl177bPI6scY
Now剧集,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=qC3NCW&tk=cl177bPI6scY
Now直播,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=f3fSFE&tk=cl177bPI6scY
Now英超1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=qZswFg&tk=cl177bPI6scY
Now668赛马,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=PYePiI&tk=cl177bPI6scY
TVB1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=q5QAaC&tk=cl177bPI6scY
TVBJ1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=X29SzV&tk=cl177bPI6scY
TVBE,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2wcLcc&tk=cl177bPI6scY
TVB明珠剧集,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=lDytkV&tk=cl177bPI6scY
TVB翡翠剧集,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ty0v2A&tk=cl177bPI6scY
TVB黄金华剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ZhJSBr&tk=cl177bPI6scY
TVB星河(粤),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=h57bwf&tk=cl177bPI6scY
TVB星河(国),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=naN3Rx&tk=cl177bPI6scY
TVB功夫(粤),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=uSDPS5&tk=cl177bPI6scY
TVB功夫(国),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=dBpcff&tk=cl177bPI6scY
TVB千禧经典,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4Xl4Pr&tk=cl177bPI6scY
MYTV_SUPER黄金翡翠,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CTm420&tk=cl177bPI6scY
MYTV_SUPER经典,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wdWCYX&tk=cl177bPI6scY
MYTV_SUPER黄金华剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Ev0I2r&tk=cl177bPI6scY
MYTV_SUPER亚洲剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=J9ae57&tk=cl177bPI6scY
MYTV_SUPER少儿,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=6EvFQk&tk=cl177bPI6scY
MYTV_SUPER_FREE,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jswjxS&tk=cl177bPI6scY
MYTV_SUPER粤语片,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=pDJT1l&tk=cl177bPI6scY
MYTV_SUPER戏曲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=MDxRMZ&tk=cl177bPI6scY
天映经典,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4rs0qW&tk=cl177bPI6scY
天映经典2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=n0VJYq&tk=cl177bPI6scY
天映频道,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gtdj0b&tk=cl177bPI6scY
天映频道2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=XO6iZk&tk=cl177bPI6scY
PopC电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=LRu9zW&tk=cl177bPI6scY
创世电视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=13Wm4J&tk=cl177bPI6scY
美亚电影(港),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=UQQiII&tk=cl177bPI6scY
星光视界,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zmNKiB&tk=cl177bPI6scY
重温经典,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bynAyG&tk=cl177bPI6scY
88赛马,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=hBEZYl&tk=cl177bPI6scY
有线18赛马,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=aBKyPD&tk=cl177bPI6scY
无线18赛马,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=s9Z2iz&tk=cl177bPI6scY
28AI赛马,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1XO26Z&tk=cl177bPI6scY
澳视澳门,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1CYCkQ&tk=cl177bPI6scY
澳门Macau,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=irexSF&tk=cl177bPI6scY
澳门资讯,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=pVlRIg&tk=cl177bPI6scY
澳门莲花,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=W7Es8B&tk=cl177bPI6scY
澳门体育,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4lEW3F&tk=cl177bPI6scY
澳视资讯,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=avrhiO&tk=cl177bPI6scY
TVB-EYT,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gjt25j&tk=cl177bPI6scY
TVB-Music,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=cNtAM1&tk=cl177bPI6scY
TVB-Sports,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=AK9hkv&tk=cl177bPI6scY
TVB-劇場,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=DSoX2C&tk=cl177bPI6scY
TVB-煲劇,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=9N85No&tk=cl177bPI6scY
TVB-獎門人,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bQDTH5&tk=cl177bPI6scY
TVB-話當年,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=9Uq3tk&tk=cl177bPI6scY
TVB-識嘆,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Z3pkGC&tk=cl177bPI6scY
TVB-識食,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=BvqpUM&tk=cl177bPI6scY
TVB-金曲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=KAsAVb&tk=cl177bPI6scY
新加坡MU,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=p3ahyo&tk=cl177bPI6scY
新加坡M5,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=LMJB5g&tk=cl177bPI6scY
新加坡M8,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=BeMoKk&tk=cl177bPI6scY
Hub娱家,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ZdLN3n&tk=cl177bPI6scY
Hub都会,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=9jVTC4&tk=cl177bPI6scY
台湾备用,#genre#
TVBS新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3R3K1K&tk=cl177bPI6scY
三立新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=H3t11D&tk=cl177bPI6scY
三立iNEWS,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=9afTSb&tk=cl177bPI6scY
中视新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=fpNTmv&tk=cl177bPI6scY
台视新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1MdKQC&tk=cl177bPI6scY
中天新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=iVOKD9&tk=cl177bPI6scY
东森新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=EzeJAl&tk=cl177bPI6scY
东森新闻(美),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=WvqKYU&tk=cl177bPI6scY
寰宇新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=THszfq&tk=cl177bPI6scY
寰宇新闻台湾,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=pbttDd&tk=cl177bPI6scY
民视新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=UgncKZ&tk=cl177bPI6scY
年代新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=VnTueE&tk=cl177bPI6scY
非凡新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=J7N5PZ&tk=cl177bPI6scY
摬新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Owqocn&tk=cl177bPI6scY
中天CTI+,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zllrPw&tk=cl177bPI6scY
民视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xh7xuk&tk=cl177bPI6scY
中视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ew9gar&tk=cl177bPI6scY
华视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=eYXvPR&tk=cl177bPI6scY
公视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=QYQ9NS&tk=cl177bPI6scY
台视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=hgHAey&tk=cl177bPI6scY
中旺电视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=R2BeLy&tk=cl177bPI6scY
TVBS HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=roLbpz&tk=cl177bPI6scY
TVBS欢乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=cBIYHb&tk=cl177bPI6scY
TVBS亚洲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Y54dCW&tk=cl177bPI6scY
TVBS精采,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=NgOwsF&tk=cl177bPI6scY
TVBS综艺,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=qCV0x8&tk=cl177bPI6scY
TVBS台剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jsRUTA&tk=cl177bPI6scY
中天娱乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=hkPR3B&tk=cl177bPI6scY
中天综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=HnPmQ1&tk=cl177bPI6scY
中天亚洲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=fwa1VG&tk=cl177bPI6scY
八大第一,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=24Q1KN&tk=cl177bPI6scY
八大综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=aCLvcq&tk=cl177bPI6scY
八大戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wr3Lhk&tk=cl177bPI6scY
八大娱乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=yuYyUM&tk=cl177bPI6scY
八大精采,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=uERj8e&tk=cl177bPI6scY
三立台湾,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=XWEejG&tk=cl177bPI6scY
三立戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3Jb9yB&tk=cl177bPI6scY
三立综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=7Ipmvj&tk=cl177bPI6scY
三立都会,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=oaLpcG&tk=cl177bPI6scY
东森综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=akxpKu&tk=cl177bPI6scY
东森戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=H1sD5h&tk=cl177bPI6scY
东森超视34.5,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=j6ReH4&tk=cl177bPI6scY
华视新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=eJc9A1&tk=cl177bPI6scY
东森美洲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8rL1vD&tk=cl177bPI6scY
东森电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=p0wrtl&tk=cl177bPI6scY
东森洋片,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=XJRnHR&tk=cl177bPI6scY
东森Yoyo,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ce9Kh1&tk=cl177bPI6scY
民事第一,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=PCLnog&tk=cl177bPI6scY
民事第一,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=SzXJH5&tk=cl177bPI6scY
民视台湾,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5biZdE&tk=cl177bPI6scY
民事综艺,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=UPEYIc&tk=cl177bPI6scY
民视旅遊,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CXdbWF&tk=cl177bPI6scY
民视戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Fxn20f&tk=cl177bPI6scY
台视综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=OS06pw&tk=cl177bPI6scY
中视经典,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2B4Nwk&tk=cl177bPI6scY
中视菁采,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ihoi4U&tk=cl177bPI6scY
华艺中文,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=fNdp7T&tk=cl177bPI6scY
智林体育,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=tnqvEj&tk=cl177bPI6scY
纬来体育,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=tTOCLq&tk=cl177bPI6scY
纬来日本,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=u43c8O&tk=cl177bPI6scY
纬来电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=oy2XmH&tk=cl177bPI6scY
纬来综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=a0GEfj&tk=cl177bPI6scY
纬来精采,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=owXvpM&tk=cl177bPI6scY
爱尔达影剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=692LAf&tk=cl177bPI6scY
爱尔达综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IsmO2B&tk=cl177bPI6scY
爱尔达体育1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rUPcbo&tk=cl177bPI6scY
爱尔达体育2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rQMcV6&tk=cl177bPI6scY
爱尔达体育3,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=dyluOO&tk=cl177bPI6scY
爱尔达体育4,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=MYtYUo&tk=cl177bPI6scY
靖天国际台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4X8qfS&tk=cl177bPI6scY
靖天卡通,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=kMIN0O&tk=cl177bPI6scY
爱奇艺,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=SExs39&tk=cl177bPI6scY
美亚电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ScxvBY&tk=cl177bPI6scY
龙华电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=NeWYCR&tk=cl177bPI6scY
龙华戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=yxDNNc&tk=cl177bPI6scY
龙华洋片,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0kmr0j&tk=cl177bPI6scY
龙华偶像,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=mLWdjZ&tk=cl177bPI6scY
龙华日韩,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Vdp2kU&tk=cl177bPI6scY
龙华经典,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=j8zuSO&tk=cl177bPI6scY
龙华卡通,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5OcSU1&tk=cl177bPI6scY
龙祥时代,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=SMMfrZ&tk=cl177bPI6scY
好莱乌电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=EgNbkY&tk=cl177bPI6scY
HBO,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=uWLgZu&tk=cl177bPI6scY
HBO_HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2nbu7k&tk=cl177bPI6scY
HBO_Family,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=vv6nNh&tk=cl177bPI6scY
HBO_HITS,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=SJT74S&tk=cl177bPI6scY
HBO-Ignature,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=aDx7Mu&tk=cl177bPI6scY
ASIA亚洲旅游,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=LgTKK8&tk=cl177bPI6scY
阿里郎Ariranga,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5XHHOD&tk=cl177bPI6scY
ROCK Entertainment,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=JaDY1t&tk=cl177bPI6scY
MTV_Livea,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Ld3iVW&tk=cl177bPI6scY
动物星球,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5IPlC3&tk=cl177bPI6scY
新加坡CM+,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Hh10Yu&tk=cl177bPI6scY
BBC_Earth,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=QVBz27&tk=cl177bPI6scY
BBC_Lifestyle,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=n0QTFP&tk=cl177bPI6scY
新加坡剧乐酷,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=g2sprR&tk=cl177bPI6scY
新加坡e乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=9rJ9FU&tk=cl177bPI6scY
History,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FMKMng&tk=cl177bPI6scY
新加坡佳乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=TWNjzS&tk=cl177bPI6scY
KTSF26(美),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=E6cfBX&tk=cl177bPI6scY
公视戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=V00Vvm&tk=cl177bPI6scY
靖洋戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xAAUFy&tk=cl177bPI6scY
靖洋卡通,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=SUTO2J&tk=cl177bPI6scY
靖天综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4CYoX5&tk=cl177bPI6scY
靖天欢乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=pKBVv9&tk=cl177bPI6scY
靖天映画,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=oEZfto&tk=cl177bPI6scY
靖天戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wyeXuK&tk=cl177bPI6scY
靖天电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=c1C2jB&tk=cl177bPI6scY
靖天育乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=pwGJTv&tk=cl177bPI6scY
靖天资讯,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8PGDGW&tk=cl177bPI6scY
