温馨提示,#genre#
#ELTA体育3,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Jpyy3H&tk=cl177bPI6scY
#ELTA体育4,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=umFTvg&tk=cl177bPI6scY
#GinxTV电竞频道,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Dog5Ch&tk=cl177bPI6scY
#博斯运动1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zdxjEH&tk=cl177bPI6scY
#博斯运动2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=YZeH05&tk=cl177bPI6scY
#博斯高球1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ghfUuq&tk=cl177bPI6scY
#博斯高球2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=E4eCA8&tk=cl177bPI6scY
#博斯网球,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=DkTrYn&tk=cl177bPI6scY
#博斯无限,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=pzVlVl&tk=cl177bPI6scY
#博斯无限2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=fNt7EL&tk=cl177bPI6scY
#博斯魅力,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rbyNLQ&tk=cl177bPI6scY
#智林体育台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=GtWpCX&tk=cl177bPI6scY
#TRACESportStars,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8pgpEd&tk=cl177bPI6scY
#i-Fun動漫台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Rd3uZq&tk=cl177bPI6scY
#Z频道,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=fyfK1A&tk=cl177bPI6scY
#美亚电影台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=w5Fp5g&tk=cl177bPI6scY
#Thrill惊悚,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rRh9UR&tk=cl177bPI6scY
#AXN頻道,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=YJ5EK1&tk=cl177bPI6scY
#华纳电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Pw42bW&tk=cl177bPI6scY
#tVN,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=p5JBgQ&tk=cl177bPI6scY
#CINEMAX,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ST9jue&tk=cl177bPI6scY
#HBO,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=J5BNJK&tk=cl177bPI6scY
#HBO HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=e1os6P&tk=cl177bPI6scY
#HBO原创,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=vA0GWP&tk=cl177bPI6scY
#HBO强档,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0yvdR6&tk=cl177bPI6scY
#HBO家庭,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=P1RlpR&tk=cl177bPI6scY
#好莱坞电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=HfuR3o&tk=cl177bPI6scY
#amc最爱电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=J2q9S6&tk=cl177bPI6scY
#采昌影剧台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=M45dME&tk=cl177bPI6scY
#高点综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=vXohU8&tk=cl177bPI6scY
#东风卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=t2REyk&tk=cl177bPI6scY
#Smart知识台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=dMkOsD&tk=cl177bPI6scY
#客家电视台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=mYaHua&tk=cl177bPI6scY
#原住民频道,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=BozJxS&tk=cl177bPI6scY
#MTV音乐频道,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=c0EA7G&tk=cl177bPI6scY
#韩国娱乐台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Eki8l2&tk=cl177bPI6scY
#猪哥亮歌厅秀,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=PX2aZz&tk=cl177bPI6scY
#动物星球,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5gjG6C&tk=cl177bPI6scY
#国家地理,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=yMHtwX&tk=cl177bPI6scY
#探索频道,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=MRwwTR&tk=cl177bPI6scY
香港备用,#genre#
凤凰中文,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=aLa6Zv&tk=cl177bPI6scY
凤凰资讯,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8Eh1DR&tk=cl177bPI6scY
凤凰香港,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=iFGBpl&tk=cl177bPI6scY
凤凰中文,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=h3UWbq&tk=cl177bPI6scY
凤凰资讯,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=DLA2QU&tk=cl177bPI6scY
凤凰香港,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0HVHNB&tk=cl177bPI6scY
TVB翡翠,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=00sLDg&tk=cl177bPI6scY
TVB翡翠(备),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=kLSaAE&tk=cl177bPI6scY
TVB翡翠(备2),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=d4sgrk&tk=cl177bPI6scY
TVB无线新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=XtmoSc&tk=cl177bPI6scY
TVB无线新闻(备),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=diIOrk&tk=cl177bPI6scY
TVB明珠,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=NWSfB6&tk=cl177bPI6scY
TVB_Plus,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=kA4tN5&tk=cl177bPI6scY
TVB娱乐新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=m6Jh9V&tk=cl177bPI6scY
TVB生活,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Eur6kx&tk=cl177bPI6scY
ViuTV,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=qQ5DXk&tk=cl177bPI6scY
ViuTV6,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=scIi8k&tk=cl177bPI6scY
HOY76,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=y880K3&tk=cl177bPI6scY
HOY77,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=YACvRl&tk=cl177bPI6scY
HOY78,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jS85HU&tk=cl177bPI6scY
RTHK31,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=EWXbYH&tk=cl177bPI6scY
RTHK32,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ZTup6H&tk=cl177bPI6scY
Now新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ejTH9L&tk=cl177bPI6scY
Now新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=XQTwGi&tk=cl177bPI6scY
Now新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4TXNAZ&tk=cl177bPI6scY
Now财经,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=WZYeN6&tk=cl177bPI6scY
Now星影(粤),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=x7QLaN&tk=cl177bPI6scY
Now爆谷(粤),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=usAmHq&tk=cl177bPI6scY
Now星影(国),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3i7m9E&tk=cl177bPI6scY
Now爆谷(国),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=HIc32r&tk=cl177bPI6scY
Now紫金国际,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=mjHJhJ&tk=cl177bPI6scY
Now剧集,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=y1jLje&tk=cl177bPI6scY
Now直播,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gY4Jwx&tk=cl177bPI6scY
Now英超1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=UorZOU&tk=cl177bPI6scY
Now668赛马,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=clB8OI&tk=cl177bPI6scY
TVB1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ga01W1&tk=cl177bPI6scY
TVBJ1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=JL3IKU&tk=cl177bPI6scY
TVBE,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=dLqtxW&tk=cl177bPI6scY
TVB明珠剧集,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=QDstQH&tk=cl177bPI6scY
TVB翡翠剧集,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=id0ByH&tk=cl177bPI6scY
TVB黄金华剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ata4eD&tk=cl177bPI6scY
TVB星河(粤),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=l1GQxl&tk=cl177bPI6scY
TVB星河(国),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=II9G0t&tk=cl177bPI6scY
TVB功夫(粤),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=monR9l&tk=cl177bPI6scY
TVB功夫(国),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=9wpDx9&tk=cl177bPI6scY
TVB千禧经典,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=vIaYxT&tk=cl177bPI6scY
MYTV_SUPER黄金翡翠,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Mnsg8I&tk=cl177bPI6scY
MYTV_SUPER经典,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=NpYKDN&tk=cl177bPI6scY
MYTV_SUPER黄金华剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=94NVDT&tk=cl177bPI6scY
MYTV_SUPER亚洲剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=JmhI2R&tk=cl177bPI6scY
MYTV_SUPER少儿,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=XkTgZh&tk=cl177bPI6scY
MYTV_SUPER_FREE,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rscj6Q&tk=cl177bPI6scY
MYTV_SUPER粤语片,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xZW8n6&tk=cl177bPI6scY
MYTV_SUPER戏曲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bKWzCn&tk=cl177bPI6scY
天映经典,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=X8wSrj&tk=cl177bPI6scY
天映经典2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=mmUE6E&tk=cl177bPI6scY
天映频道,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=17CmdS&tk=cl177bPI6scY
天映频道2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=towAP5&tk=cl177bPI6scY
PopC电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=SaMeYB&tk=cl177bPI6scY
创世电视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=kMmkyh&tk=cl177bPI6scY
美亚电影(港),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=SGLeE1&tk=cl177bPI6scY
星光视界,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=XJtIz2&tk=cl177bPI6scY
重温经典,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=X7JW0Z&tk=cl177bPI6scY
88赛马,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rT4RJD&tk=cl177bPI6scY
有线18赛马,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=BBLXMo&tk=cl177bPI6scY
无线18赛马,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wTN781&tk=cl177bPI6scY
28AI赛马,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=UwHSeu&tk=cl177bPI6scY
澳视澳门,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2yCx72&tk=cl177bPI6scY
澳门Macau,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=l1e4Rt&tk=cl177bPI6scY
澳门资讯,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=XTYVKo&tk=cl177bPI6scY
澳门莲花,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=dvWH5H&tk=cl177bPI6scY
澳门体育,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FdIqzl&tk=cl177bPI6scY
澳视资讯,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IaNjOr&tk=cl177bPI6scY
TVB-EYT,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=cxLf0e&tk=cl177bPI6scY
TVB-Music,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ApnBpu&tk=cl177bPI6scY
TVB-Sports,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=PPh5aI&tk=cl177bPI6scY
TVB-劇場,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=9FCwXA&tk=cl177bPI6scY
TVB-煲劇,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=cMkGSC&tk=cl177bPI6scY
TVB-獎門人,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0pcNb8&tk=cl177bPI6scY
TVB-話當年,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=g2R05L&tk=cl177bPI6scY
TVB-識嘆,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0Xy7G1&tk=cl177bPI6scY
TVB-識食,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=DH6xmT&tk=cl177bPI6scY
TVB-金曲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=HHzkV8&tk=cl177bPI6scY
新加坡MU,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5JseVF&tk=cl177bPI6scY
新加坡M5,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=lmsp7S&tk=cl177bPI6scY
新加坡M8,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=J6dS9v&tk=cl177bPI6scY
Hub娱家,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0LIhau&tk=cl177bPI6scY
Hub都会,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wXQo5e&tk=cl177bPI6scY
台湾备用,#genre#
TVBS新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=YUAkNy&tk=cl177bPI6scY
三立新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xLE3Az&tk=cl177bPI6scY
三立iNEWS,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=qENgpb&tk=cl177bPI6scY
中视新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2n9Oqq&tk=cl177bPI6scY
台视新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=GN6PdL&tk=cl177bPI6scY
中天新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ziNxIC&tk=cl177bPI6scY
东森新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=UXV1xc&tk=cl177bPI6scY
东森新闻(美),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=EYAMA9&tk=cl177bPI6scY
寰宇新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ATokCq&tk=cl177bPI6scY
寰宇新闻台湾,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gSKfAf&tk=cl177bPI6scY
民视新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gDSro5&tk=cl177bPI6scY
年代新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=780yS5&tk=cl177bPI6scY
非凡新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=F3lKm0&tk=cl177bPI6scY
摬新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rACXfd&tk=cl177bPI6scY
中天CTI+,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=vkOU8I&tk=cl177bPI6scY
民视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ZNzBGC&tk=cl177bPI6scY
中视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Vi2Byk&tk=cl177bPI6scY
华视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=m90uBu&tk=cl177bPI6scY
公视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=S6cBmK&tk=cl177bPI6scY
台视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=JWUWJ7&tk=cl177bPI6scY
中旺电视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xAx1WO&tk=cl177bPI6scY
TVBS HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=iZBfM0&tk=cl177bPI6scY
TVBS欢乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Eqca2Y&tk=cl177bPI6scY
TVBS亚洲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ffrmcI&tk=cl177bPI6scY
TVBS精采,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=mZZPf2&tk=cl177bPI6scY
TVBS综艺,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=nLBAPC&tk=cl177bPI6scY
TVBS台剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=PbH0Zw&tk=cl177bPI6scY
中天娱乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3YEyPl&tk=cl177bPI6scY
中天综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=vfZdCA&tk=cl177bPI6scY
中天亚洲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=VENkmz&tk=cl177bPI6scY
八大第一,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=kYq0t7&tk=cl177bPI6scY
八大综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0ZPqXr&tk=cl177bPI6scY
八大戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=HWJR7P&tk=cl177bPI6scY
八大娱乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=coCw2Z&tk=cl177bPI6scY
八大精采,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wtGe6M&tk=cl177bPI6scY
三立台湾,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=BcXI99&tk=cl177bPI6scY
三立戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=H0lTKw&tk=cl177bPI6scY
三立综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=WOPgJ4&tk=cl177bPI6scY
三立都会,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=dN8Ok8&tk=cl177bPI6scY
东森综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=cJznFm&tk=cl177bPI6scY
东森戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=9epqY7&tk=cl177bPI6scY
东森超视34.5,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=R91V04&tk=cl177bPI6scY
华视新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wlTXwm&tk=cl177bPI6scY
东森美洲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bw6Zuo&tk=cl177bPI6scY
东森电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=hCL1BL&tk=cl177bPI6scY
东森洋片,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=I7SzqM&tk=cl177bPI6scY
东森Yoyo,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=uqonpS&tk=cl177bPI6scY
民事第一,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=6wAehJ&tk=cl177bPI6scY
民事第一,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=WOoo1c&tk=cl177bPI6scY
民视台湾,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=KHUgSo&tk=cl177bPI6scY
民事综艺,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1iLnbh&tk=cl177bPI6scY
民视旅遊,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=14opz1&tk=cl177bPI6scY
民视戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=D5V6DK&tk=cl177bPI6scY
台视综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5G7zu4&tk=cl177bPI6scY
中视经典,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=LkpwRN&tk=cl177bPI6scY
中视菁采,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5LWWKC&tk=cl177bPI6scY
华艺中文,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Tq3JcJ&tk=cl177bPI6scY
智林体育,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=PsBdKE&tk=cl177bPI6scY
纬来体育,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=67Y5fF&tk=cl177bPI6scY
纬来日本,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jHSrbp&tk=cl177bPI6scY
纬来电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=SMzUHF&tk=cl177bPI6scY
纬来综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ajprU9&tk=cl177bPI6scY
纬来精采,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=QkJ0yv&tk=cl177bPI6scY
爱尔达影剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=hZZiPq&tk=cl177bPI6scY
爱尔达综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8cs0Vh&tk=cl177bPI6scY
爱尔达体育1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bEExA0&tk=cl177bPI6scY
爱尔达体育2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wqj9Hv&tk=cl177bPI6scY
爱尔达体育3,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=hYw5Yy&tk=cl177bPI6scY
爱尔达体育4,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=06FfDe&tk=cl177bPI6scY
靖天国际台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=OnZDqk&tk=cl177bPI6scY
靖天卡通,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=W1oUcg&tk=cl177bPI6scY
爱奇艺,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=VxjtyJ&tk=cl177bPI6scY
美亚电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=MTh8sQ&tk=cl177bPI6scY
龙华电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=fvFY93&tk=cl177bPI6scY
龙华戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2vaRmU&tk=cl177bPI6scY
龙华洋片,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=6RHLvA&tk=cl177bPI6scY
龙华偶像,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=yEH6AL&tk=cl177bPI6scY
龙华日韩,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=kNlJNT&tk=cl177bPI6scY
龙华经典,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=lEtwXD&tk=cl177bPI6scY
龙华卡通,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=H75Ls9&tk=cl177bPI6scY
龙祥时代,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=B7osgC&tk=cl177bPI6scY
好莱乌电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=QujFWe&tk=cl177bPI6scY
HBO,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=voAHrd&tk=cl177bPI6scY
HBO_HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Ni7X3u&tk=cl177bPI6scY
HBO_Family,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=oIsWFW&tk=cl177bPI6scY
HBO_HITS,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8ReK7Z&tk=cl177bPI6scY
HBO-Ignature,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=50muNS&tk=cl177bPI6scY
AXN电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Ohp8cm&tk=cl177bPI6scY
ONE电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rdWurg&tk=cl177bPI6scY
爱尔达娱乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=7hzJal&tk=cl177bPI6scY
CINEMAX,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=sV1nxV&tk=cl177bPI6scY
Star Movies,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IblNVm&tk=cl177bPI6scY
Animaxa动漫,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=49duRF&tk=cl177bPI6scY
Thrill,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=i9rE1x&tk=cl177bPI6scY
欢喜台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=NWYBkv&tk=cl177bPI6scY
MDAX,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1eROAl&tk=cl177bPI6scY
CN卡通,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ux8x0G&tk=cl177bPI6scY
博斯运动1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bQdjJx&tk=cl177bPI6scY
博斯运动2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Z23Zvy&tk=cl177bPI6scY
博斯高球2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3DnZV9&tk=cl177bPI6scY
博斯高球1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=J76Bqs&tk=cl177bPI6scY
博斯网球,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=dL6S6c&tk=cl177bPI6scY
博斯无限,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=yoNgrJ&tk=cl177bPI6scY
WWE摔胶,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=cAm8m9&tk=cl177bPI6scY
亚洲美食,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2iphsE&tk=cl177bPI6scY
美食星球,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=MjZOZS&tk=cl177bPI6scY
TLC亚洲旅游,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ojXF6u&tk=cl177bPI6scY
ASIA亚洲旅游,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=7naCXx&tk=cl177bPI6scY
阿里郎Ariranga,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=q4XCDc&tk=cl177bPI6scY
ROCK Entertainment,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2FQK8M&tk=cl177bPI6scY
MTV_Livea,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rxvSha&tk=cl177bPI6scY
动物星球,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gwt7ty&tk=cl177bPI6scY
新加坡CM+,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=a7jZfN&tk=cl177bPI6scY
BBC_Earth,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=s2umve&tk=cl177bPI6scY
BBC_Lifestyle,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=NSsRUL&tk=cl177bPI6scY
新加坡剧乐酷,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bBXw91&tk=cl177bPI6scY
新加坡e乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=U3Ch92&tk=cl177bPI6scY
History,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=UYBQTC&tk=cl177bPI6scY
新加坡佳乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=PdmI4d&tk=cl177bPI6scY
KTSF26(美),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=S13TJ7&tk=cl177bPI6scY
